Istanbul,Turkey 2023-09-01 to 2023-12-31
name;datetime;tempmax;tempmin;temp;feelslikemax;feelslikemin;feelslike;dew;humidity;precip;precipprob;precipcover;preciptype;snow;snowdepth;windgust;windspeed;winddir;sealevelpressure;cloudcover;visibility;solarradiation;solarenergy;uvindex;severerisk;sunrise;sunset;moonphase;conditions;description;icon;stations
Istanbul,Turkey;2023-11-25;17.9;15.4;17.1;17.9;15.4;17.1;10.9;67.4;168;100;8.33;rain;0;0;59.4;25;195.6;993.9;73.5;12;33.5;2.9;2;;2023-11-25T08:02:48;2023-11-25T17:38:46;0.43;Rain, Partially cloudy;Partly cloudy throughout the day with rain in the morning and afternoon.;rain;D8508,LTBA,17063099999,17061099999,17064099999,17060099999
Istanbul,Turkey;2023-11-26;18;4.4;8.9;18;1.3;6.7;3.8;71;3.06;100;12.5;rain;0;0;85.3;40.5;249;994;82.8;11;39.4;3.5;5;;2023-11-26T08:03:55;2023-11-26T17:38:17;0.46;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;D8508,LTBA,17063099999,17061099999,17064099999,17060099999
Istanbul,Turkey;2023-11-27;7.8;2.2;5;4.9;-0.6;2.2;-3.4;55.1;0;0;0;;0;0;31.3;19.1;266.4;1015.9;45.8;12;64;5.6;4;;2023-11-27T08:05:02;2023-11-27T17:37:50;0.5;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;D8508,LTBA,17063099999,17061099999,17064099999,17060099999
Istanbul,Turkey;2023-11-28;15;7.8;10.9;15;4.7;9.6;3.8;61.9;333;100;4.17;rain;0;0;65.5;35.2;184.6;1011.8;61.9;11.7;59.8;5.2;5;;2023-11-28T08:06:07;2023-11-28T17:37:25;0.53;Rain, Partially cloudy;Partly cloudy throughout the day with late afternoon rain.;rain;D8508,LTBA,17063099999,17061099999,17064099999,17060099999
Istanbul,Turkey;2023-11-29;16.8;12.6;14.6;16.8;12.6;14.6;11.9;85;42.006;100;16.67;rain;0;0;84.6;43.2;210.4;1005.2;88.6;8.1;3.7;0.3;0;;2023-11-29T08:07:12;2023-11-29T17:37:02;0.56;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;D8508,LTBA,17063099999,17061099999,17064099999,17060099999
Istanbul,Turkey;2023-11-30;13;9.6;11.1;13;7.2;10.5;8.8;85.9;68.873;100;8.33;rain;0;0.1;35.3;26.4;32.5;1016.8;87.5;11.7;;;;;2023-11-30T08:08:16;2023-11-30T17:36:42;0.6;Rain, Partially cloudy;Partly cloudy throughout the day with rain clearing later.;rain;LTBA,17063099999,17061099999,17064099999,17060099999
Istanbul,Turkey;2023-12-01;17.8;12.2;15.5;17.8;12.2;15.5;12.9;84.6;0;0;0;;0;0;40;16.1;223.4;1015.8;63.2;11.9;0;0;0;;2023-12-01T08:09:19;2023-12-01T17:36:24;0.63;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;D8508,LTBA,17063099999,17061099999,17064099999,17060099999
Istanbul,Turkey;2023-12-02;19.6;16.5;17.9;19.6;16.5;17.9;12.4;70.3;0;0;0;;0;0;55.4;35.9;216.5;1012.5;61.8;12;75.5;6.4;5;;2023-12-02T08:10:21;2023-12-02T17:36:08;0.66;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;D8508,LTBA,17063099999,17061099999,17064099999,17060099999
Istanbul,Turkey;2023-12-03;20.7;16.2;18.4;20.7;16.2;18.4;11.7;65;0.06;100;4.17;rain;0;0;49.7;35.5;229.5;1013;76.1;12;35.9;3.1;2;;2023-12-03T08:11:22;2023-12-03T17:35:54;0.69;Rain, Partially cloudy;Partly cloudy throughout the day with morning rain.;rain;D8508,LTBA,17063099999,17061099999,17064099999,17060099999
Istanbul,Turkey;2023-12-04;14.1;8.6;10.2;14.1;5.3;8.4;8.6;89.7;9.323;100;8.33;rain;0;0;43.6;26.3;26.2;1021.1;89.2;9.1;9;0.7;1;;2023-12-04T08:12:22;2023-12-04T17:35:43;0.72;Rain, Partially cloudy;Partly cloudy throughout the day with rain in the morning and afternoon.;rain;D8508,LTBA,17063099999,17061099999,17064099999,17060099999
Istanbul,Turkey;2023-12-05;10.9;9;10.1;10.9;5.8;8.9;8.1;87.6;1.655;100;4.17;rain;0;0;32.4;24.3;54;1019.8;87.3;11.1;9.6;0.8;1;;2023-12-05T08:13:20;2023-12-05T17:35:34;0.75;Rain, Partially cloudy;Partly cloudy throughout the day with morning rain.;rain;D8508,LTBA,17063099999,17061099999,17064099999,17060099999
Istanbul,Turkey;2023-12-06;11.9;9.7;10.6;11.9;7.7;10;8.2;85.2;575;100;8.33;rain;0;0;24.8;16.5;32.3;1012.4;89.3;11.8;12.9;1.1;1;;2023-12-06T08:14:18;2023-12-06T17:35:28;0.79;Rain, Partially cloudy;Partly cloudy throughout the day with rain.;rain;D8508,LTBA,17063099999,17061099999,17064099999,17060099999
Istanbul,Turkey;2023-12-07;11.7;9.5;10.8;11.7;6.3;10.4;10;95;6.862;100;16.67;rain;0;0;32;24.6;344.4;1012.4;91.2;6.4;21;1.7;2;;2023-12-07T08:15:14;2023-12-07T17:35:23;0.82;Rain, Overcast;Cloudy skies throughout the day with a chance of rain throughout the day.;rain;D8508,LTBA,17063099999,17061099999,17064099999,17060099999
Istanbul,Turkey;2023-12-08;9.4;6.8;7.8;6.2;2.8;4.3;6.4;90.9;11.974;100;12.5;rain;0;0;57.6;28.5;9.2;1013.9;91.5;8.2;8.2;0.9;0;;2023-12-08T08:16:08;2023-12-08T17:35:21;0.85;Rain, Overcast;Cloudy skies throughout the day with a chance of rain throughout the day.;rain;D8508,LTBA,17063099999,17061099999,17064099999,17060099999
Istanbul,Turkey;2023-12-09;7.1;5.2;6.2;3.6;0.7;2.2;4.8;91;13.498;100;16.67;rain;0;0;63;33.2;357.6;1014.9;90.8;8.5;4.6;0.3;0;;2023-12-09T08:17:02;2023-12-09T17:35:22;0.88;Rain, Overcast;Cloudy skies throughout the day with a chance of rain throughout the day.;rain;D8508,LTBA,17063099999,17061099999,17064099999,17060099999
Istanbul,Turkey;2023-12-10;9.3;5.1;7.2;8.5;2.3;5.6;5;86.1;3.344;100;8.33;rain;0;0;19.4;13.2;40.9;1018.5;66.1;12;42.4;3.6;4;;2023-12-10T08:17:54;2023-12-10T17:35:24;0.92;Rain, Partially cloudy;Partly cloudy throughout the day with rain clearing later.;rain;D8508,LTBA,17063099999,17061099999,17064099999,17060099999
Istanbul,Turkey;2023-12-11;12.1;7;9.3;12.1;5.3;8.6;7.4;87.7;0.06;100;4.17;rain;0;0;19.4;17;13.4;1016.4;59.9;9.9;52.7;4.4;4;;2023-12-11T08:18:44;2023-12-11T17:35:29;0.95;Rain, Partially cloudy;Partly cloudy throughout the day with afternoon rain.;rain;D8508,LTBA,17063099999,17061099999,17064099999,17060099999
Istanbul,Turkey;2023-12-12;12.3;6.8;10.1;12.3;6.8;10;8.2;87.7;0;0;0;;0;0;23;11;239.8;1015.5;69.7;8.9;;;;;2023-12-12T08:19:33;2023-12-12T17:35:37;0.98;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;LTBA,17063099999,17061099999,17064099999,17060099999
Istanbul,Turkey;2023-12-13;14.1;7.3;11.1;14.1;7.2;10.8;8.2;82.9;0;0;0;;0;0;20.2;9.9;201;1015.2;52.5;9.2;;;;;2023-12-13T08:20:20;2023-12-13T17:35:46;0;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;LTBA,17063099999,17061099999,17064099999,17060099999
Istanbul,Turkey;2023-12-14;18.3;12;15;18.3;12;15;9.6;70.4;0;0;0;;0;0;38.2;17.2;213.2;1010.7;63.9;12;;;;;2023-12-14T08:21:06;2023-12-14T17:35:58;0.05;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;LTBA,17063099999,17061099999,17064099999,17060099999
Istanbul,Turkey;2023-12-15;16.6;10.1;12.4;16.6;10.1;12.4;9.1;81.1;0;0;0;;0;0;44.3;28.9;23.1;1017.2;77.6;9.3;0;0;0;;2023-12-15T08:21:50;2023-12-15T17:36:13;0.09;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;D8508,LTBA,17063099999,17061099999,17064099999,17060099999
Istanbul,Turkey;2023-12-16;10.1;6.2;8.5;10.1;1.3;5;7.1;91.3;8.463;100;8.33;rain;0;0;72.4;41.2;32.8;1024.6;89.4;8.6;1.9;0.2;0;;2023-12-16T08:22:32;2023-12-16T17:36:29;0.12;Rain, Partially cloudy;Partly cloudy throughout the day with rain.;rain;D8508,LTBA,17063099999,17061099999,17064099999,17060099999
Istanbul,Turkey;2023-12-17;8.4;5.7;6.8;5.8;1.7;3.6;2.7;75.4;10.562;100;12.5;rain;0;0;53.6;28.5;36.1;1035.7;67.1;12;44.1;3.7;5;;2023-12-17T08:23:12;2023-12-17T17:36:48;0.16;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;D8508,LTBA,17063099999,17061099999,17064099999,17060099999
Istanbul,Turkey;2023-12-18;9.6;2.9;6.3;9.3;1;5.4;3.2;81;0;0;0;;0;0;13.5;10;336.5;1032.5;10;11.2;78.9;6.9;4;;2023-12-18T08:23:50;2023-12-18T17:37:09;0.19;Clear;Clear conditions throughout the day.;clear-day;D8508,LTBA,17063099999,17061099999,17064099999,17060099999
Istanbul,Turkey;2023-12-19;12.4;4.2;7.7;12.4;4.2;7.7;5.1;83.8;0;0;0;;0;0;15;8.6;312.6;1026.6;11;8.8;80;7;4;;2023-12-19T08:24:27;2023-12-19T17:37:32;0.25;Clear;Clear conditions throughout the day.;clear-day;D8508,LTBA,17063099999,17061099999,17064099999,17060099999
Istanbul,Turkey;2023-12-20;14.1;4.7;9;14.1;4.1;8.9;6.1;83.7;0;0;0;;0;0;16.8;8.5;181.2;1017.1;2.4;8.7;0;0;0;;2023-12-20T08:25:01;2023-12-20T17:37:58;0.26;Clear;Clear conditions throughout the day.;clear-day;D8508,LTBA,17063099999,17061099999,17064099999,17060099999
Istanbul,Turkey;2023-12-21;13.6;9;11.3;13.6;6.9;11;8.2;81.7;486;100;4.17;rain;0;0;24.5;15.7;31.9;1008;78.1;10.4;65.3;5.8;5;;2023-12-21T08:25:34;2023-12-21T17:38:25;0.3;Rain, Partially cloudy;Partly cloudy throughout the day with morning rain.;rain;D8508,LTBA,17063099999,17061099999,17064099999,17060099999
Istanbul,Turkey;2023-12-22;13;8.9;10.4;13;7.2;9.9;8.6;88.9;8.085;100;16.67;rain;0;0;41.4;17.4;243.9;1000.2;87;9.9;37;3.1;2;;2023-12-22T08:26:05;2023-12-22T17:38:55;0.33;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;D8508,LTBA,17063099999,17061099999,17064099999,17060099999
Istanbul,Turkey;2023-12-23;14.1;7.7;11;14.1;6.8;10.6;5.1;67.2;6.157;100;12.5;rain;0;0;59.8;21.8;256.2;1003.6;69.1;12;38.5;3.3;2;;2023-12-23T08:26:33;2023-12-23T17:39:27;0.37;Rain, Partially cloudy;Partly cloudy throughout the day with rain.;rain;D8508,LTBA,17063099999,17061099999,17064099999,17060099999
Istanbul,Turkey;2023-12-24;14;11.1;12.2;14;11.1;12.2;6.3;67.4;219;100;4.17;rain;0;0;33.1;23.1;278.5;1011;65;12;54.9;4.8;4;;2023-12-24T08:27:00;2023-12-24T17:40:01;0.41;Rain, Partially cloudy;Partly cloudy throughout the day with morning rain.;rain;D8508,LTBA,17063099999,17061099999,17064099999,17060099999
Istanbul,Turkey;2023-12-25;17.3;12.5;14.4;17.3;12.5;14.4;10;75.4;0;0;0;;0;0;42.5;16.5;231.3;1015.9;18;12;74.9;6.2;4;;2023-12-25T08:27:24;2023-12-25T17:40:36;0.44;Clear;Clear conditions throughout the day.;clear-day;D8508,LTBA,17063099999,17061099999,17064099999,17060099999
Istanbul,Turkey;2023-12-26;17;12.6;14.4;17;12.6;14.4;10.8;79.5;0;0;0;;0;0;26.6;16.5;243.2;1020;0;12;77.6;6.8;4;;2023-12-26T08:27:46;2023-12-26T17:41:14;0.48;Clear;Clear conditions throughout the day.;clear-day;D8508,LTBA,17063099999,17061099999,17064099999,17060099999
Istanbul,Turkey;2023-12-27;17.1;11;14.2;17.1;11;14.2;11.1;81.7;0;0;0;;0;0;31.7;20.5;237.7;1021.8;30.9;11.3;62.7;5.4;4;;2023-12-27T08:28:06;2023-12-27T17:41:54;0.5;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;D8508,LTBA,17063099999,17061099999,17064099999,17060099999
Istanbul,Turkey;2023-12-28;13.3;8.1;10.4;13.3;6.6;9.9;7.4;82.4;0;0;0;;0;0;13.5;12.8;355.1;1027.4;5.3;11.7;72.5;6.2;4;;2023-12-28T08:28:24;2023-12-28T17:42:36;0.54;Clear;Clear conditions throughout the day.;clear-day;D8508,LTBA,17063099999,17061099999,17064099999,17060099999
Istanbul,Turkey;2023-12-29;14.3;6.4;10;14.3;6.4;9.8;7.6;85.4;0;0;0;;0;0;21.6;10.2;233.2;1022.6;15.2;9;82.5;7.2;4;;2023-12-29T08:28:40;2023-12-29T17:43:19;0.58;Clear;Clear conditions throughout the day.;clear-day;D8508,LTBA,17063099999,17061099999,17064099999,17060099999
Istanbul,Turkey;2023-12-30;15.4;7.2;11.3;15.4;7.2;11.3;8.4;83.2;0;0;0;;0;0;15.8;7.7;226.7;1020.7;47.6;9.3;68.6;6;4;;2023-12-30T08:28:53;2023-12-30T17:44:05;0.61;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;D8508,LTBA,17063099999,17061099999,17064099999,17060099999
Istanbul,Turkey;2023-12-31;14.9;10.6;12.3;14.9;10.6;12.3;9.8;85.1;0;0;0;;0;0;53.6;10.5;6.1;1020.5;68.9;8.3;43.1;3.6;3;;2023-12-31T08:29:05;2023-12-31T17:44:52;0.64;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;D8508,LTBA,17063099999,17061099999,17064099999,17060099999
